 ,Image,Region,Area-B,Area-G,Mean-B,Mean-G,IntDen-B,IntDen-G
1330,10-DAPI-9-40x-402ms.tif,NBL,0.0366,0.0366,128.8902,2.5935,4.7131,0.0948
1331,10-DAPI-9-40x-402ms.tif,NBL,0.018,0.018,115.8193,2.1928,2.0862,0.0395
1332,10-DAPI-9-40x-402ms.tif,NBL,0.0235,0.0235,85.3687,1.5253,2.0101,0.0359
1333,10-DAPI-9-40x-402ms.tif,NBL,0.0421,0.0421,97.201,1.317,4.0922,0.0554
1334,10-DAPI-9-40x-402ms.tif,NBL,0.0145,0.0145,71.3731,1.8582,1.0378,0.027
1335,10-DAPI-9-40x-402ms.tif,NBL,0.043,0.043,125.0758,2.3914,5.3743,0.1028
1336,10-DAPI-9-40x-402ms.tif,NBL,0.0455,0.0455,66.7112,1.21,3.033,0.055
1337,10-DAPI-9-40x-402ms.tif,NBL,0.0485,0.0485,128.9195,2.2483,6.2529,0.109
1338,10-DAPI-9-40x-402ms.tif,NBL,0.0638,0.0638,124.6446,2.7466,7.9526,0.1752
1339,10-DAPI-9-40x-402ms.tif,NBL,0.0618,0.0618,93.9947,1.1228,5.8135,0.0694
1340,10-DAPI-9-40x-402ms.tif,NBL,0.0607,0.0607,85.8354,1.0125,5.2064,0.0614
1341,10-DAPI-9-40x-402ms.tif,NBL,0.0194,0.0194,123.2793,1.8603,2.3944,0.0361
1342,10-DAPI-9-40x-402ms.tif,NBL,0.0428,0.0428,93.5888,0.9239,4.0011,0.0395
1343,10-DAPI-9-40x-402ms.tif,NBL,0.0398,0.0398,84.218,0.6567,3.3537,0.0262
1344,10-DAPI-9-40x-402ms.tif,NBL,0.0548,0.0548,92.6673,0.5426,5.0778,0.0297
1345,10-DAPI-9-40x-402ms.tif,NBL,0.0422,0.0422,93.6607,0.6401,3.9533,0.027
1346,10-DAPI-9-40x-402ms.tif,NBL,0.0526,0.0526,69.3876,0.3072,3.6516,0.0162
1347,10-DAPI-9-40x-402ms.tif,NBL,0.0571,0.0571,83.1559,0.192,4.7461,0.011
1348,10-DAPI-9-40x-402ms.tif,NBL,0.106,0.106,23.7175,0.0307,2.5143,0.0033
1349,10-DAPI-9-40x-402ms.tif,NBL,0.053,0.053,67.9508,0.584,3.5981,0.0309
1350,10-DAPI-9-40x-402ms.tif,NBL,0.0565,0.0565,68.4818,2.0729,3.8714,0.1172
1351,10-DAPI-9-40x-402ms.tif,NBL,0.0276,0.0276,83.1063,0.6457,2.2905,0.0178
1352,10-DAPI-9-40x-402ms.tif,NBL,0.0222,0.0222,64.7073,1.0732,1.4393,0.0239
1353,10-DAPI-9-40x-402ms.tif,NBL,0.0086,0.0086,76.4557,0.8228,0.6554,0.0071
1354,10-DAPI-9-40x-402ms.tif,NBL,0.0232,0.0232,64.1495,1.2617,1.4896,0.0293
1355,10-DAPI-9-40x-402ms.tif,NBL,0.0536,0.0536,72.0121,1.2551,3.86,0.0673
1356,10-DAPI-9-40x-402ms.tif,NBL,0.0302,0.0302,103.036,2.205,3.1081,0.0665
1357,10-DAPI-9-40x-402ms.tif,NBL,0.039,0.039,94.0557,1.9053,3.6638,0.0742
1358,10-DAPI-9-40x-402ms.tif,NBL,0.0522,0.0522,41.842,2.289,2.1838,0.1195
1359,10-DAPI-9-40x-402ms.tif,NBL,0.0152,0.0152,91.7429,0.5429,1.3937,0.0082
1360,10-DAPI-9-40x-402ms.tif,NBL,0.07,0.07,74.5132,16.1225,5.215,1.1284
1361,10-DAPI-9-40x-402ms.tif,NBL,0.0607,0.0607,83.2093,13.2612,5.0471,0.8044
1362,10-DAPI-9-40x-402ms.tif,NBL,0.0211,0.0211,56.9948,19.6649,1.1998,0.414
1363,10-DAPI-9-40x-402ms.tif,NBL,0.2607,0.2607,23.201,1.5768,6.0495,0.4111
1364,10-DAPI-9-40x-402ms.tif,NBL,0.0871,0.0871,62.0249,29.2503,5.4043,2.5486
1365,10-DAPI-9-40x-402ms.tif,NBL,0.0499,0.0499,117.5478,18.6022,5.8672,0.9285
1366,10-DAPI-9-40x-402ms.tif,NBL,0.0428,0.0428,101.3426,5.2107,4.3326,0.2228
1367,10-DAPI-9-40x-402ms.tif,NBL,0.0362,0.0362,47.5719,3.0599,1.7241,0.1109
1368,10-DAPI-9-40x-402ms.tif,NBL,0.0128,0.0128,55.3475,5.0339,0.7087,0.0645
1369,10-DAPI-9-40x-402ms.tif,NBL,0.0752,0.0752,91.2655,23.1472,6.8627,1.7406
1370,10-DAPI-9-40x-402ms.tif,NBL,0.04,0.04,101.4607,32.6287,4.0624,1.3064
1371,10-DAPI-9-40x-402ms.tif,NBL,0.0437,0.0437,58.9752,49.4342,2.5789,2.1617
1372,10-DAPI-9-40x-402ms.tif,NBL,0.0335,0.0335,130.9482,60.8447,4.3905,2.04
1373,10-DAPI-9-40x-402ms.tif,NBL,0.0736,0.0736,74.826,38.1283,5.5048,2.805
1374,10-DAPI-9-40x-402ms.tif,NBL,0.0739,0.0739,79.7122,14.9941,5.8902,1.108
